expl_RSS,h2_RSS,unexpl_RSS
1,0,0.999954602131298,1
2,0.233226406380062,0.999965190113072,1
3,0.309469401453791,0.999968651382552,1
4,0.485650933176354,0.999976649648597,1
5,0.533620099280918,0.987650168296323,1
6,0.64371722440612,0.94812281234244,1
7,0.704274619023264,0.938019660178924,1
8,0.742833567040137,0.943127361101639,1
9,0.781664624039036,0.939548155017777,1
10,0.809534113304769,0.939380609626303,1
11,0.809534113304769,0.939380609626303,1
12,0.781664624039036,0.939548155017777,1
13,0.742833567040137,0.943127361101639,1
14,0.704274619023264,0.938019660178924,1
15,0.64371722440612,0.94812281234244,1
16,0.533620099280918,0.987650168296323,1
17,0.485650933176354,0.999976649648597,1
18,0.309469401453791,0.999968651382552,1
19,0.233226406380062,0.999965190113072,1
20,0,0.999954602131298,1
